YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2011,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.1,,,1.8,19.5,26.7,937,Female,All Races,18 to 44 Years,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2012,OR,Oregon,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,32.5,,,3.4,25.9,39.1,314,Male,All Races,All Ages,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2014,CO,Colorado,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,7.3,,,0.5,6.3,8.3,5409,Male,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF80,80
2012,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,26.4,,,1.2,24.1,28.7,3026,Male,All Races,All Ages,All Grades,"(32.84057112200048, -86.63186076199969)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2011,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,25.5,,,2.9,19.9,31.1,525,Female,All Races,All Ages,All Grades,"(44.39319117400049, -89.81637074199966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,0.8,,,0.2,0.5,1.1,5354,Female,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2014,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.5,,,0.2,1,2,3675,Female,All Races,All Ages,All Grades,"(32.83968109300048, -83.62758034599966)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2018,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.5,,,1.8,13,20,614,Female,All Races,18 to 44 Years,All Grades,"(44.39319117400049, -89.81637074199966)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2012,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,41.9,,,2.6,36.8,47,478,Male,All Races,All Ages,All Grades,"(38.66551020200046, -80.71264013499967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2016,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.4,,,1.3,16.9,21.9,2504,Male,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2014,NY,New York,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,98.8,,,0.3,98.3,99.3,3718,Female,All Races,All Ages,All Grades,"(42.82700103200045, -75.54397042699964)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF81,81
2019,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.1,,,0.8,10.6,13.6,2836,Female,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2015,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,37.1,,,3.9,29.5,44.7,277,Male,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2013,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,21,,,1,19,23,3168,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,33.4,,,2.7,28.2,38.6,636,Male,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2012,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,27.2,,,1.3,24.7,29.7,2423,Male,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2013,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,28,,,1.3,25.5,30.5,2523,Male,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2019,AK,Alaska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,32.5,,,5.3,22.1,42.9,145,Male,All Races,All Ages,All Grades,"(64.84507995700051, -147.72205903599973)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2017,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,48.6,,,3.1,42.5,54.7,395,Female,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2012,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,27.5,,,1.4,24.8,30.2,1912,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2012,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2014,PR,Puerto Rico,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,57.9,,,1.3,55.3,60.5,2121,Male,All Races,All Ages,All Grades,"(18.220833, -66.590149)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2012,MI,Michigan,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,59.7,,,2.6,54.7,64.7,766,Female,All Races,All Ages,All Grades,"(44.6613195430005, -84.71439026999968)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2011,MT,Montana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,73.8,,,1.9,70,77.6,1027,Female,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2017,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,4.3,,,0.4,3.5,5.1,9294,Male,All Races,All Ages,All Grades,"(28.932040377000476, -81.92896053899966)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF80,80
2012,VT,Vermont,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,66.2,,,1.6,63,69.4,1596,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2017,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,53.1,,,1,51.2,55,3514,Male,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2018,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,27.3,,,0.8,25.8,28.8,7171,Male,All Races,All Ages,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2018,NE,Nebraska,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Former,%,Percentage,19.1,,,0.8,17.6,20.6,6242,Male,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF64,64
2016,TX,Texas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,50.3,,,4.4,41.7,58.9,481,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2019,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,31.8,,,1.3,29.3,34.3,2757,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2014,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,74.4,,,2.7,69.2,79.6,551,Female,All Races,All Ages,All Grades,"(44.39319117400049, -89.81637074199966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2012,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,18.1,,,0.6,17,19.2,11184,Female,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2019,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.5,,,0.3,0.9,2.1,2520,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2015,NV,Nevada,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.3,,,0.5,0.4,2.2,1687,Female,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2011,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(39.008830667000495, -75.57774116799965)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2014,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.4,,,1.3,12.9,17.9,1519,Female,All Races,18 to 44 Years,All Grades,"(34.865970280000454, -111.76381127699972)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2011,RI,Rhode Island,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,2.3,,,0.4,1.5,3.1,2497,Male,All Races,All Ages,All Grades,"(41.70828019300046, -71.52247031399963)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2019,MA,Massachusetts,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2011,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,99.3,,,0.2,98.9,99.7,9317,Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF81,81
2011,MA,Massachusetts,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,55.5,,,0.7,54.1,56.9,13738,Female,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2015,WY,Wyoming,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,22.7,,,3.3,16.2,29.2,417,Female,All Races,All Ages,All Grades,"(43.23554134300048, -108.10983035299967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2011,NV,Nevada,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,52.6,,,2.2,48.2,57,1580,Female,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2014,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.2,,,0.9,17.4,21,5619,Male,All Races,All Ages,All Grades,"(34.865970280000454, -111.76381127699972)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2017,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.4,,,0.7,8.1,10.7,3914,Female,All Races,All Ages,All Grades,"(21.304850435000446, -157.85774940299973)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2011,MT,Montana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21,,,0.9,19.3,22.7,5838,Female,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OR,Oregon,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.5,,,1.5,12.6,18.4,828,Female,All Races,18 to 44 Years,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2017,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.1,,,0.8,12.6,15.6,4378,Male,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2017,MT,Montana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,32,,,3,26.1,37.9,439,Male,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2012,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,95.5,,,0.7,94.2,96.8,2000,Male,All Races,All Ages,All Grades,"(39.008830667000495, -75.57774116799965)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2013,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.1,,,1.4,22.4,27.8,2161,Male,All Races,All Ages,All Grades,"(32.84057112200048, -86.63186076199969)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2011,IN,Indiana,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,56.1,,,2.5,51.2,61,727,Female,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2019,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,65.6,,,2.8,60,71.2,381,Male,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2013,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,27.9,,,3,22.1,33.7,393,Male,All Races,All Ages,All Grades,"(41.70828019300046, -71.52247031399963)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2012,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,21.2,,,0.6,20,22.4,7152,Female,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2017,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,24.1,,,6,12.4,35.8,71,Male,All Races,All Ages,All Grades,"(39.008830667000495, -75.57774116799965)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2011,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.9,,,1.1,14.7,19.1,1920,Female,All Races,18 to 44 Years,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2016,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2016,VA,Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,51.6,,,3.9,43.9,59.3,244,Male,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2018,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,34.8,,,9,17.1,52.5,89,Female,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2019,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,72.1,,,1.7,68.9,75.3,1094,Male,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2012,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,62,,,2.4,57.2,66.8,805,Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2016,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.2,,,0.2,0.8,1.6,4084,Female,All Races,All Ages,All Grades,"(32.84057112200048, -86.63186076199969)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2014,MA,Massachusetts,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,39.8,,,7.2,25.7,53.9,111,Male,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2012,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.3,,,0.7,18,20.6,7152,Female,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2018,NH,New Hampshire,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,38.2,,,6.9,24.7,51.7,73,Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF61,61
2018,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.9,,,0.4,1.1,2.7,1429,Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF69,69
2014,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,60.4,,,1.4,57.7,63.1,4080,Female,All Races,All Ages,All Grades,"(44.353130053000484, -100.3735306369997)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2017,RI,Rhode Island,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Current Use,BRFSS,,%,Percentage,6.8,,,1.4,4.1,9.5,648,Female,All Races,18 to 44 Years,All Grades,"(41.70828019300046, -71.52247031399963)",BEH,107BEH,174ECU,3GEN,5AGE,6RAC,6EDU,BRF55,55
2016,AZ,Arizona,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,64.3,,,1.8,60.9,67.7,2484,Female,All Races,All Ages,All Grades,"(34.865970280000454, -111.76381127699972)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2016,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,62.4,,,1,60.4,64.4,3461,Female,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2017,HI,Hawaii,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Former,%,Percentage,19.4,,,1,17.5,21.3,3490,Male,All Races,All Ages,All Grades,"(21.304850435000446, -157.85774940299973)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF64,64
2011,AK,Alaska,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,57.3,,,2.3,52.8,61.8,937,Male,All Races,All Ages,All Grades,"(64.84507995700051, -147.72205903599973)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2012,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.5,,,0.2,1,2,5009,Female,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2019,SD,South Dakota,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,62.4,,,2.6,57.2,67.6,1383,Male,All Races,All Ages,All Grades,"(44.353130053000484, -100.3735306369997)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2017,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.8,,,1.3,15.3,20.3,1582,Male,All Races,All Ages,All Grades,"(38.89037138500049, -77.03196112699965)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2017,AR,Arkansas,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,44.1,,,8.1,28.2,60,66,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF61,61
2012,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,26.1,,,2.7,20.8,31.4,344,Male,All Races,All Ages,All Grades,"(38.66551020200046, -80.71264013499967)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2013,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,60.4,,,0.8,58.9,61.9,7225,Female,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2013,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,0.9,,,0.2,0.5,1.3,7291,Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2017,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,87.3,,,1.1,85.1,89.5,1913,Male,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2017,MD,Maryland,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.5,,,0.2,0.1,0.9,1411,Female,All Races,18 to 44 Years,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2018,VA,Virginia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,38.1,,,5.3,27.7,48.5,152,Female,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,107BEH,175EFU,3GEN,8AGE,6RAC,6EDU,BRF61,61
